order_id,ord_id,customer_id,cust_id,order_date,order_datetime,product_id,item_id,quantity,qty,unit_price,price,total_amount,order_total,shipping_cost,tax,discount,status,order_status,payment_method,shipping_address,notes,tracking_number
ORD_00260,260,1,CUST_0001,,2023-11-24T15:21:00.000Z,PROD_167,50,6,5,483.29,141.91,302.87,373.92,14.09,45.94,21.25,SHIPPED,pending,paypal,7858 Main St,,TRK973343
ORD_00261,261,267,CUST_0267,2023-10-18,2023-07-05T12:02:00.000Z,PROD_170,17,9,5,265.95,185.61,555.39,830.45,0.00,26.30,0.00,CANCELLED,returned,paypal,2423 Pine Rd,,TRK140629
ORD_00262,262,269,CUST_0269,1/19/2023,,PROD_189,18,4,1,111.56,329.81,226.88,42.37,0.00,40.69,0.00,delivered,SHIPPED,bank_transfer,5780 Oak Ave,,TRK782618
ORD_00263,263,233,CUST_0233,8/15/2023,2023-10-09T16:47:00.000Z,PROD_159,178,4,5,23.28,335.89,172.12,802.73,0.00,26.85,31.67,processing,returned,cash,7163 Oak Ave,,TRK565727
ORD_00264,264,374,CUST_0374,2023-10-19,2023-12-16T02:16:00.000Z,PROD_197,6,5,1,93.27,303.10,101.75,800.84,10.23,45.15,10.44,SHIPPED,,credit_card,5786 Main St,,TRK204069
ORD_00265,265,312,CUST_0312,,2023-06-09T13:09:00.000Z,PROD_042,154,4,4,286.82,326.67,644.06,629.77,24.30,50.82,17.81,delivered,,cash,3660 Oak Ave,Special delivery instructions,
ORD_00266,266,218,CUST_0218,11/1/2023,,PROD_008,16,1,5,470.04,191.39,396.05,61.60,0.00,25.36,16.50,processing,,credit_card,8547 Main St,Special delivery instructions,TRK508638
ORD_00267,267,228,CUST_0228,2023-07-05,2023-05-19T16:39:00.000Z,PROD_066,11,10,1,301.09,168.95,765.60,393.36,0.00,50.89,0.00,,returned,bank_transfer,7747 Oak Ave,,TRK318155
ORD_00268,268,434,CUST_0434,3/26/2023,2023-12-07T02:08:00.000Z,PROD_125,172,2,2,134.56,31.63,797.86,537.49,0.00,51.54,0.00,returned,delivered,credit_card,1147 Pine Rd,,TRK567197
ORD_00269,269,157,CUST_0157,3/23/2023,,PROD_140,72,9,4,476.53,112.07,1002.93,324.18,9.76,8.43,0.00,delivered,returned,credit_card,3487 Oak Ave,Special delivery instructions,TRK165941
ORD_00270,270,95,CUST_0095,3/9/2023,2023-10-20T20:03:00.000Z,PROD_036,90,6,4,344.61,410.28,449.18,310.31,0.00,35.40,0.00,pending,returned,paypal,2264 Main St,,TRK523883
ORD_00271,271,452,CUST_0452,2023-05-26,2023-12-27T17:48:00.000Z,PROD_136,91,2,1,174.90,252.01,1044.75,488.58,6.79,49.75,22.48,pending,CANCELLED,bank_transfer,2821 Pine Rd,,TRK662696
ORD_00272,272,25,CUST_0025,2023-09-22,,PROD_085,88,10,4,368.22,212.65,916.96,706.99,15.62,15.18,0.00,SHIPPED,,paypal,5081 Main St,Special delivery instructions,
ORD_00273,273,193,CUST_0193,2023-10-11,2023-02-28T01:50:00.000Z,PROD_171,57,10,3,111.04,102.66,691.92,117.86,16.26,24.44,28.00,returned,returned,cash,5247 Main St,Special delivery instructions,TRK878719
ORD_00274,274,174,CUST_0174,5/3/2023,2023-11-12T22:08:00.000Z,PROD_111,13,7,5,448.93,409.17,612.29,50.87,0.00,17.81,0.00,pending,SHIPPED,cash,4240 Pine Rd,Special delivery instructions,TRK436755
ORD_00275,275,321,CUST_0321,5/2/2023,2023-03-02T02:05:00.000Z,PROD_064,143,3,1,440.99,286.29,641.94,304.08,9.98,12.17,0.00,SHIPPED,SHIPPED,credit_card,5410 Main St,,
ORD_00276,276,125,CUST_0125,12/5/2023,,PROD_098,136,7,2,130.96,114.84,103.93,281.39,13.97,7.83,0.00,CANCELLED,CANCELLED,bank_transfer,3812 Oak Ave,,TRK625870
ORD_00277,277,25,CUST_0025,9/10/2023,2023-04-22T16:44:00.000Z,PROD_066,106,7,2,329.98,301.69,160.56,659.98,12.44,49.88,15.95,CANCELLED,,debit_card,4137 Main St,,TRK929992
ORD_00278,278,427,CUST_0427,2023-05-31,2023-11-19T10:58:00.000Z,PROD_117,52,9,5,14.36,248.98,529.90,568.63,0.00,51.39,0.00,CANCELLED,processing,cash,2634 Pine Rd,,TRK782541
ORD_00279,279,174,CUST_0174,10/3/2023,2023-09-17T03:01:00.000Z,PROD_150,179,2,2,236.91,169.32,545.50,647.75,0.00,30.76,11.06,processing,delivered,credit_card,9950 Pine Rd,,TRK548557
ORD_00280,280,42,CUST_0042,4/25/2023,2023-11-03T22:48:00.000Z,PROD_023,3,8,5,113.29,367.77,713.36,72.58,10.00,3.36,0.00,pending,SHIPPED,credit_card,9486 Oak Ave,,TRK540400
ORD_00281,281,218,CUST_0218,2023-03-11,2023-07-05T18:41:00.000Z,PROD_005,29,5,5,340.52,43.17,94.17,99.46,21.48,3.80,0.00,CANCELLED,,bank_transfer,4529 Oak Ave,Special delivery instructions,
ORD_00282,282,26,CUST_0026,2023-06-10,2023-04-18T11:23:00.000Z,PROD_111,26,2,1,17.10,368.40,390.67,511.02,11.93,11.72,0.00,processing,SHIPPED,paypal,4400 Pine Rd,,TRK830028
ORD_00283,283,273,CUST_0273,10/7/2023,2023-08-11T18:33:00.000Z,PROD_115,127,2,1,493.86,170.53,668.26,44.67,12.17,39.06,17.66,SHIPPED,returned,paypal,2243 Oak Ave,,TRK542667
ORD_00284,284,131,CUST_0131,2023-10-09,,PROD_187,30,4,2,117.98,247.72,360.90,298.66,0.00,32.81,0.00,,SHIPPED,debit_card,524 Pine Rd,,
ORD_00285,285,171,CUST_0171,12/8/2023,2023-08-02T23:42:00.000Z,PROD_108,186,5,4,34.61,319.68,333.38,538.03,14.00,41.55,0.00,CANCELLED,pending,credit_card,9747 Pine Rd,Special delivery instructions,TRK114974
ORD_00286,286,15,CUST_0015,2023-03-01,2023-04-10T16:37:00.000Z,PROD_196,112,1,5,297.76,61.39,690.69,783.45,21.76,14.56,0.00,delivered,pending,credit_card,9722 Pine Rd,,
ORD_00287,287,114,CUST_0114,7/3/2023,,PROD_200,42,2,3,343.72,240.84,421.73,580.47,0.00,29.29,0.00,returned,CANCELLED,cash,8121 Oak Ave,,
ORD_00288,288,360,CUST_0360,10/4/2023,,PROD_071,188,4,1,133.66,189.55,822.88,614.17,23.83,39.02,35.40,SHIPPED,SHIPPED,bank_transfer,8807 Main St,,TRK116794
ORD_00289,289,351,CUST_0351,5/24/2023,2023-01-08T02:46:00.000Z,PROD_197,8,4,2,217.02,237.67,846.91,658.96,12.60,20.85,0.00,,processing,cash,4836 Pine Rd,,
ORD_00290,290,435,CUST_0435,1/28/2023,2023-05-02T06:29:00.000Z,PROD_079,54,5,4,183.79,390.63,331.89,703.23,17.43,8.81,0.00,,processing,debit_card,1302 Oak Ave,Special delivery instructions,TRK810868
ORD_00291,291,5,CUST_0005,2023-07-10,,PROD_078,76,4,4,282.95,281.48,729.78,149.93,18.79,37.78,0.00,CANCELLED,returned,cash,2338 Pine Rd,,
ORD_00292,292,353,CUST_0353,4/26/2023,2023-07-06T05:01:00.000Z,PROD_188,10,6,5,82.67,327.52,973.58,306.78,5.92,33.50,0.00,pending,processing,paypal,7310 Oak Ave,,TRK486023
ORD_00293,293,338,CUST_0338,5/7/2023,2023-05-21T04:57:00.000Z,PROD_057,182,2,4,304.86,355.76,763.33,354.76,21.66,14.46,0.00,CANCELLED,,cash,989 Oak Ave,Special delivery instructions,
ORD_00294,294,327,CUST_0327,6/18/2023,,PROD_104,135,2,4,343.09,319.57,114.39,827.96,20.92,47.63,0.00,,pending,credit_card,5756 Oak Ave,,
ORD_00295,295,339,CUST_0339,8/18/2023,2023-01-14T23:45:00.000Z,PROD_121,119,6,5,198.28,104.36,255.87,813.92,20.33,9.55,4.64,returned,SHIPPED,debit_card,7327 Pine Rd,,TRK418518
ORD_00296,296,413,CUST_0413,2023-03-27,2023-12-07T22:17:00.000Z,PROD_148,101,10,2,480.74,29.94,136.26,139.81,0.00,5.06,0.00,returned,SHIPPED,bank_transfer,3659 Oak Ave,,
ORD_00297,297,389,CUST_0389,3/21/2023,2023-01-03T19:03:00.000Z,PROD_040,120,2,4,166.36,278.33,679.78,678.60,14.37,25.89,0.00,returned,delivered,credit_card,2585 Main St,Special delivery instructions,TRK883344
ORD_00298,298,251,CUST_0251,10/20/2023,2023-11-12T10:17:00.000Z,PROD_038,23,2,4,248.99,318.50,85.15,306.32,10.49,44.74,0.00,CANCELLED,CANCELLED,cash,7613 Main St,Special delivery instructions,
ORD_00299,299,202,CUST_0202,,2023-11-20T23:01:00.000Z,PROD_069,184,6,5,110.53,30.20,928.82,698.46,9.46,49.40,0.00,delivered,CANCELLED,paypal,7277 Main St,,TRK744986
ORD_00300,300,473,CUST_0473,2023-11-09,,PROD_136,77,1,5,506.28,118.19,803.96,79.01,20.94,38.61,0.00,delivered,CANCELLED,credit_card,4188 Oak Ave,,
ORD_00301,301,243,CUST_0243,12/26/2023,,PROD_127,57,7,3,142.60,143.18,771.70,616.18,18.40,22.59,14.82,processing,processing,bank_transfer,1929 Oak Ave,,TRK700180
ORD_00302,302,343,CUST_0343,2023-12-21,2023-03-11T22:00:00.000Z,PROD_087,50,8,1,175.37,127.93,839.18,422.54,5.60,46.03,0.00,CANCELLED,returned,credit_card,2648 Oak Ave,,TRK940505
ORD_00303,303,301,CUST_0301,,2023-02-09T01:57:00.000Z,PROD_195,137,2,5,172.40,194.04,1020.99,505.02,0.00,24.36,0.00,SHIPPED,SHIPPED,debit_card,6680 Pine Rd,,TRK642742
ORD_00304,304,402,CUST_0402,8/4/2023,,PROD_004,12,1,5,99.60,34.01,1008.04,556.66,8.47,12.23,0.00,delivered,pending,paypal,3512 Oak Ave,,
ORD_00305,305,342,CUST_0342,2023-09-22,2023-04-23T12:53:00.000Z,PROD_122,12,8,5,490.93,127.12,197.75,622.59,0.00,20.76,11.13,processing,processing,bank_transfer,7905 Main St,Special delivery instructions,TRK179110
ORD_00306,306,126,CUST_0126,3/6/2023,2023-09-14T13:05:00.000Z,PROD_097,178,3,5,120.38,176.69,103.89,105.76,20.49,19.16,4.30,SHIPPED,,debit_card,9508 Pine Rd,,TRK810336
ORD_00307,307,303,CUST_0303,2023-07-01,2023-12-25T21:43:00.000Z,PROD_137,92,6,5,392.48,363.93,100.20,255.56,0.00,31.24,0.00,CANCELLED,returned,paypal,7202 Main St,,TRK748623
ORD_00308,308,399,CUST_0399,8/10/2023,2023-08-23T12:17:00.000Z,PROD_102,48,9,5,263.43,251.39,820.58,611.33,9.24,25.58,49.80,SHIPPED,CANCELLED,bank_transfer,6343 Main St,,TRK329212
ORD_00309,309,372,CUST_0372,,2023-05-22T18:52:00.000Z,PROD_020,13,6,4,393.34,364.82,538.30,621.64,15.99,22.57,0.00,returned,pending,credit_card,814 Pine Rd,,TRK513295
ORD_00310,310,22,CUST_0022,2023-02-09,2023-02-11T03:25:00.000Z,PROD_010,140,4,1,87.43,314.03,933.45,275.01,19.19,49.91,0.00,,delivered,cash,5013 Pine Rd,Special delivery instructions,TRK645247
ORD_00311,311,486,CUST_0486,2023-01-02,2023-07-12T22:53:00.000Z,PROD_048,143,4,4,163.05,250.29,67.35,236.52,11.28,51.50,0.00,,returned,cash,3922 Main St,,TRK970965
ORD_00312,312,305,CUST_0305,,2023-10-06T18:02:00.000Z,PROD_143,102,9,4,16.76,16.29,571.67,733.65,0.00,16.45,0.73,returned,pending,credit_card,2597 Main St,,TRK788120
ORD_00313,313,314,CUST_0314,1/17/2023,2023-02-20T05:53:00.000Z,PROD_026,63,10,3,26.57,135.78,452.34,468.73,8.79,46.33,0.00,SHIPPED,pending,cash,2539 Main St,,TRK102870
ORD_00314,314,21,CUST_0021,8/5/2023,,PROD_050,179,4,2,226.35,361.04,720.30,604.13,13.79,12.08,6.00,SHIPPED,,cash,6691 Pine Rd,Special delivery instructions,TRK869318
ORD_00315,315,193,CUST_0193,2023-05-01,2023-01-20T12:31:00.000Z,PROD_163,98,2,3,251.38,116.63,245.01,582.47,0.00,22.34,0.00,SHIPPED,,debit_card,1733 Oak Ave,Special delivery instructions,TRK376447
ORD_00316,316,404,CUST_0404,12/5/2023,2023-06-06T08:59:00.000Z,PROD_070,166,4,5,395.96,264.88,645.69,234.95,14.17,37.84,0.00,SHIPPED,processing,credit_card,8545 Main St,Special delivery instructions,
ORD_00317,317,363,CUST_0363,4/26/2023,2023-04-26T02:22:00.000Z,PROD_184,50,8,2,252.56,294.75,843.96,67.30,0.00,6.84,0.00,returned,delivered,cash,4296 Pine Rd,Special delivery instructions,TRK402418
ORD_00318,318,451,CUST_0451,2023-05-11,2023-08-11T01:32:00.000Z,PROD_075,31,6,2,302.88,327.94,849.12,461.53,6.17,35.06,35.25,,SHIPPED,debit_card,5604 Main St,,
ORD_00319,319,54,CUST_0054,9/23/2023,2023-12-23T06:08:00.000Z,PROD_136,117,9,3,209.12,78.24,946.88,60.87,22.62,46.85,0.00,returned,returned,debit_card,2764 Pine Rd,,
ORD_00320,320,220,CUST_0220,6/11/2023,2023-02-10T08:04:00.000Z,PROD_111,30,5,5,482.78,291.18,529.34,783.00,0.00,6.62,44.57,CANCELLED,pending,credit_card,4985 Main St,,
ORD_00321,321,63,CUST_0063,3/13/2023,2023-11-21T04:10:00.000Z,PROD_130,124,5,1,190.75,69.94,607.81,90.62,6.65,3.11,0.00,processing,CANCELLED,credit_card,4303 Pine Rd,,TRK677657
ORD_00322,322,406,CUST_0406,2023-10-05,,PROD_155,14,9,3,461.44,32.37,291.80,741.61,6.26,15.87,21.31,processing,processing,credit_card,2461 Main St,,
ORD_00323,323,98,CUST_0098,12/14/2023,2023-09-21T15:51:00.000Z,PROD_088,147,10,4,298.99,254.07,522.01,611.47,5.59,48.06,0.92,SHIPPED,delivered,debit_card,8297 Main St,,
ORD_00324,324,176,CUST_0176,1/8/2023,2023-07-03T00:03:00.000Z,PROD_004,129,9,5,306.10,404.53,1008.11,486.95,0.00,10.94,0.00,,CANCELLED,bank_transfer,5815 Oak Ave,,
ORD_00325,325,325,CUST_0325,9/19/2023,2023-07-13T01:10:00.000Z,PROD_005,4,4,5,387.31,274.64,538.04,343.35,0.00,2.62,10.70,processing,CANCELLED,bank_transfer,6326 Pine Rd,Special delivery instructions,
ORD_00326,326,153,CUST_0153,2023-01-03,2023-07-11T19:29:00.000Z,PROD_187,67,5,2,77.91,77.39,266.67,402.28,6.30,29.03,45.00,returned,,credit_card,6527 Main St,Special delivery instructions,TRK848254
ORD_00327,327,431,CUST_0431,2/5/2023,2023-09-02T22:22:00.000Z,PROD_198,126,7,2,261.19,353.01,281.49,380.74,5.30,42.81,12.91,CANCELLED,pending,debit_card,4970 Pine Rd,Special delivery instructions,TRK628075
ORD_00328,328,235,CUST_0235,,2023-09-02T08:01:00.000Z,PROD_070,144,1,2,138.22,88.16,683.35,256.37,16.76,48.12,0.00,returned,SHIPPED,credit_card,2064 Oak Ave,,
ORD_00329,329,441,CUST_0441,2023-01-05,2023-12-06T08:04:00.000Z,PROD_117,12,9,1,163.14,255.50,362.66,796.89,15.79,34.58,0.00,delivered,processing,debit_card,9578 Oak Ave,,
ORD_00330,330,9,CUST_0009,3/6/2023,2023-09-11T16:01:00.000Z,PROD_011,66,2,3,409.86,48.40,840.85,548.04,5.86,47.08,27.82,delivered,pending,credit_card,2057 Main St,,TRK956257
ORD_00331,331,243,CUST_0243,2023-03-08,2023-04-01T02:53:00.000Z,PROD_199,3,4,5,68.29,120.70,577.18,112.24,15.30,36.50,0.00,returned,processing,paypal,4612 Main St,Special delivery instructions,TRK115687
ORD_00332,332,14,CUST_0014,10/24/2023,2023-09-23T20:18:00.000Z,PROD_096,155,1,2,312.46,278.67,466.44,153.11,19.31,30.28,0.00,SHIPPED,pending,credit_card,6211 Main St,,TRK126819
ORD_00333,333,72,CUST_0072,7/3/2023,2023-03-02T02:21:00.000Z,PROD_133,79,5,3,374.38,350.78,50.08,214.75,0.00,21.48,47.88,,pending,debit_card,7182 Main St,,
ORD_00334,334,470,CUST_0470,2023-11-01,2023-04-22T11:28:00.000Z,PROD_161,101,2,3,152.05,126.00,391.42,282.47,21.37,28.75,34.96,SHIPPED,pending,paypal,5890 Oak Ave,Special delivery instructions,TRK866360
ORD_00335,335,492,CUST_0492,,2023-05-08T07:23:00.000Z,PROD_035,146,9,2,349.68,143.78,899.62,832.31,20.58,31.39,0.00,pending,,cash,7076 Oak Ave,,TRK622695
ORD_00336,336,397,CUST_0397,2023-07-21,2023-01-14T10:08:00.000Z,PROD_118,69,3,5,326.27,309.22,301.20,164.11,24.73,48.58,0.00,SHIPPED,returned,cash,6932 Oak Ave,,
ORD_00337,337,468,CUST_0468,,2023-02-17T09:52:00.000Z,PROD_077,4,3,3,357.74,346.78,613.06,628.45,20.63,15.04,7.84,SHIPPED,SHIPPED,bank_transfer,6425 Main St,,
ORD_00338,338,404,CUST_0404,9/3/2023,2023-12-17T15:01:00.000Z,PROD_094,133,1,3,75.34,393.45,947.70,527.12,15.53,7.54,0.00,,delivered,debit_card,6270 Main St,Special delivery instructions,
ORD_00339,339,431,CUST_0431,2023-05-07,2023-04-03T19:26:00.000Z,PROD_035,134,5,3,332.72,320.01,794.46,705.70,7.32,17.35,0.00,returned,,cash,5925 Main St,,TRK863390
ORD_00340,340,241,CUST_0241,8/10/2023,2023-08-05T10:25:00.000Z,PROD_162,60,9,4,282.16,18.87,426.17,438.81,9.13,40.72,0.00,pending,returned,bank_transfer,5021 Oak Ave,,TRK867859
ORD_00341,341,265,CUST_0265,2/1/2023,2023-11-13T17:55:00.000Z,PROD_034,10,8,4,36.81,81.97,903.29,443.36,14.19,47.11,0.00,delivered,processing,cash,8067 Oak Ave,Special delivery instructions,TRK803062
ORD_00342,342,49,CUST_0049,2023-11-10,2023-11-25T12:59:00.000Z,PROD_066,98,3,2,291.95,176.91,971.37,274.25,0.00,18.10,29.46,pending,SHIPPED,bank_transfer,9136 Pine Rd,,TRK275351
ORD_00343,343,486,CUST_0486,2023-11-16,2023-12-25T17:26:00.000Z,PROD_061,30,9,5,138.32,19.67,759.97,108.08,0.00,42.60,0.00,,delivered,bank_transfer,8172 Main St,Special delivery instructions,TRK913661
ORD_00344,344,146,CUST_0146,12/19/2023,2023-01-03T17:09:00.000Z,PROD_113,114,6,1,405.24,123.78,64.53,154.19,24.48,10.95,0.00,SHIPPED,CANCELLED,debit_card,7073 Main St,,
ORD_00345,345,379,CUST_0379,2023-01-18,2023-02-04T07:50:00.000Z,PROD_143,1,10,4,116.65,371.18,625.25,187.88,0.00,29.49,2.71,SHIPPED,processing,credit_card,4640 Pine Rd,,TRK696831
ORD_00346,346,159,CUST_0159,10/4/2023,2023-11-25T08:48:00.000Z,PROD_027,115,7,3,81.59,300.55,806.70,780.81,20.32,45.77,0.00,processing,returned,cash,5448 Pine Rd,Special delivery instructions,TRK257333
ORD_00347,347,354,CUST_0354,2023-06-15,2023-08-22T00:33:00.000Z,PROD_071,141,9,3,382.20,120.44,901.74,432.65,10.09,19.69,0.00,returned,processing,credit_card,1646 Oak Ave,,
ORD_00348,348,411,CUST_0411,2023-06-09,2023-02-13T08:14:00.000Z,PROD_090,77,7,4,186.13,382.75,456.62,575.67,0.00,34.58,8.63,,processing,debit_card,2063 Pine Rd,,
ORD_00349,349,483,CUST_0483,2023-08-12,,PROD_055,51,5,1,72.28,378.22,342.67,97.55,19.26,27.72,0.00,,CANCELLED,bank_transfer,337 Pine Rd,,
ORD_00350,350,237,CUST_0237,12/12/2023,2023-11-22T18:40:00.000Z,PROD_014,58,1,5,380.03,200.86,682.03,809.19,14.07,46.18,0.00,,returned,paypal,3345 Main St,,TRK722669
ORD_00351,351,203,CUST_0203,9/12/2023,2023-04-17T18:28:00.000Z,PROD_018,92,6,4,386.88,199.89,257.87,472.86,18.36,29.56,17.68,,processing,bank_transfer,3970 Pine Rd,,
ORD_00352,352,454,CUST_0454,8/5/2023,2023-09-15T08:19:00.000Z,PROD_126,75,6,5,245.22,295.18,248.69,149.18,18.90,9.56,0.00,returned,processing,credit_card,6778 Main St,,TRK451843
ORD_00353,353,482,CUST_0482,2023-11-13,,PROD_055,70,10,5,36.10,342.02,996.90,204.28,19.63,46.28,0.00,CANCELLED,,paypal,3592 Pine Rd,,TRK627335
ORD_00354,354,156,CUST_0156,2023-12-10,2023-03-14T21:30:00.000Z,PROD_039,105,6,2,208.42,311.16,951.73,143.34,11.33,48.39,0.00,pending,delivered,paypal,1951 Oak Ave,,TRK753150
ORD_00355,355,442,CUST_0442,11/8/2023,2023-08-02T15:28:00.000Z,PROD_158,26,5,5,175.51,92.82,172.20,284.15,16.44,19.40,0.00,delivered,delivered,bank_transfer,2485 Pine Rd,,
ORD_00356,356,39,CUST_0039,2023-10-23,2023-08-27T06:38:00.000Z,PROD_054,121,4,5,77.75,408.27,758.35,584.65,24.21,43.57,0.00,pending,delivered,paypal,9008 Main St,Special delivery instructions,
ORD_00357,357,170,CUST_0170,2023-11-27,2023-09-22T07:33:00.000Z,PROD_080,182,4,5,360.23,144.65,296.59,808.32,0.00,27.91,11.81,CANCELLED,CANCELLED,paypal,3895 Main St,,TRK314160
ORD_00358,358,122,CUST_0122,11/6/2023,2023-03-07T07:25:00.000Z,PROD_049,97,1,3,225.51,231.95,1010.81,803.50,15.80,7.05,0.00,CANCELLED,pending,cash,7923 Main St,,TRK572547
ORD_00359,359,8,CUST_0008,5/23/2023,2023-01-27T16:35:00.000Z,PROD_085,170,9,3,480.19,42.66,653.91,222.59,7.64,39.98,0.00,returned,processing,debit_card,5190 Pine Rd,,
ORD_00360,360,159,CUST_0159,10/13/2023,,PROD_181,160,2,1,426.78,98.93,534.39,652.13,22.97,21.71,0.00,,CANCELLED,cash,1816 Main St,,TRK342730
ORD_00361,361,344,CUST_0344,7/4/2023,2023-09-06T16:05:00.000Z,PROD_124,150,8,4,177.38,30.77,53.84,505.71,23.36,37.13,17.18,SHIPPED,returned,paypal,5787 Main St,Special delivery instructions,TRK621575
ORD_00362,362,119,CUST_0119,6/23/2023,2023-11-01T13:00:00.000Z,PROD_123,166,6,3,88.85,85.06,1041.91,653.69,20.90,29.15,0.00,processing,returned,credit_card,1203 Pine Rd,,TRK234282
ORD_00363,363,286,CUST_0286,2023-08-31,2023-01-01T17:44:00.000Z,PROD_080,196,5,4,39.18,377.03,970.68,776.89,17.47,43.77,40.03,pending,processing,cash,9212 Main St,,TRK888027
ORD_00364,364,441,CUST_0441,2023-12-20,2023-10-07T12:53:00.000Z,PROD_005,84,6,1,146.61,22.89,407.14,791.37,11.20,50.64,0.00,SHIPPED,processing,cash,3122 Pine Rd,Special delivery instructions,
ORD_00365,365,97,CUST_0097,2/12/2023,2023-10-16T19:14:00.000Z,PROD_026,57,8,2,491.98,61.85,232.36,191.47,0.00,27.79,0.00,returned,,bank_transfer,5873 Oak Ave,,
ORD_00366,366,270,CUST_0270,2/24/2023,,PROD_137,119,10,3,15.83,143.57,459.40,40.36,0.00,28.20,0.00,pending,,bank_transfer,1305 Main St,,TRK121435
ORD_00367,367,149,CUST_0149,5/25/2023,2023-06-25T08:25:00.000Z,PROD_058,100,3,3,205.79,398.15,74.36,480.17,8.44,10.12,0.00,delivered,SHIPPED,paypal,8389 Pine Rd,,TRK535583
ORD_00368,368,468,CUST_0468,3/8/2023,,PROD_094,173,8,4,243.93,117.42,1048.59,66.35,0.00,34.69,0.00,SHIPPED,SHIPPED,bank_transfer,1828 Main St,,TRK215210
ORD_00369,369,36,CUST_0036,1/8/2023,,PROD_044,70,10,1,314.91,324.18,314.98,380.94,12.78,43.07,15.87,processing,SHIPPED,paypal,7945 Pine Rd,,TRK963572
ORD_00370,370,358,CUST_0358,12/19/2023,2023-04-28T04:09:00.000Z,PROD_197,133,7,3,505.60,219.83,930.28,331.81,24.15,27.17,15.04,CANCELLED,pending,debit_card,7811 Main St,,TRK153419
ORD_00371,371,119,CUST_0119,2023-08-22,,PROD_124,132,1,2,84.53,27.70,927.64,139.98,23.80,28.22,25.93,CANCELLED,processing,paypal,9812 Pine Rd,,
ORD_00372,372,166,CUST_0166,1/17/2023,2023-12-02T16:04:00.000Z,PROD_125,148,6,1,269.65,82.68,654.48,71.35,10.81,24.84,28.08,CANCELLED,delivered,paypal,4939 Oak Ave,,TRK617375
ORD_00373,373,89,CUST_0089,2/27/2023,2023-04-24T07:40:00.000Z,PROD_097,127,5,3,34.78,211.78,527.58,119.66,0.00,11.60,16.65,delivered,returned,debit_card,680 Pine Rd,,
ORD_00374,374,474,CUST_0474,2023-08-04,2023-04-09T06:00:00.000Z,PROD_146,54,5,5,378.30,61.71,1029.89,637.64,20.61,28.23,5.15,SHIPPED,returned,debit_card,8768 Pine Rd,,
ORD_00375,375,22,CUST_0022,2023-04-30,2023-09-04T05:57:00.000Z,PROD_145,57,5,3,155.14,202.81,589.31,833.66,0.00,11.70,0.00,returned,returned,credit_card,2107 Main St,,
ORD_00376,376,494,CUST_0494,12/26/2023,2023-02-21T09:39:00.000Z,PROD_196,86,4,1,58.40,408.19,652.90,294.66,15.58,11.46,48.27,CANCELLED,CANCELLED,debit_card,8643 Pine Rd,Special delivery instructions,TRK773132
ORD_00377,377,83,CUST_0083,9/24/2023,2023-05-11T18:52:00.000Z,PROD_043,59,7,2,367.72,308.34,458.89,418.01,9.33,46.82,0.00,processing,delivered,bank_transfer,8158 Pine Rd,,TRK486792
ORD_00378,378,329,CUST_0329,2023-03-01,,PROD_022,11,8,2,24.30,45.19,141.56,297.52,0.00,6.72,0.00,pending,CANCELLED,bank_transfer,131 Main St,Special delivery instructions,TRK798331
ORD_00379,379,468,CUST_0468,5/21/2023,2023-03-08T12:33:00.000Z,PROD_082,27,8,4,134.39,21.61,498.34,778.13,18.33,24.75,0.00,delivered,returned,cash,1321 Main St,,TRK865234
ORD_00380,380,479,CUST_0479,10/5/2023,2023-11-03T19:12:00.000Z,PROD_014,66,9,3,189.32,27.60,525.87,284.33,11.98,32.64,18.94,processing,delivered,bank_transfer,4074 Oak Ave,,TRK175776
ORD_00381,381,91,CUST_0091,2023-02-22,,PROD_048,83,2,4,496.31,215.06,542.23,244.67,23.65,6.65,37.69,CANCELLED,CANCELLED,debit_card,4665 Main St,,TRK368734
ORD_00382,382,472,CUST_0472,3/13/2023,2023-02-12T02:16:00.000Z,PROD_097,200,6,1,498.66,67.94,869.98,310.70,24.86,31.26,0.00,CANCELLED,CANCELLED,bank_transfer,9523 Oak Ave,,
ORD_00383,383,412,CUST_0412,,,PROD_048,182,6,5,22.83,345.74,843.89,441.21,0.00,4.94,44.65,SHIPPED,,debit_card,1252 Pine Rd,Special delivery instructions,TRK842409
ORD_00384,384,8,CUST_0008,,2023-12-21T00:01:00.000Z,PROD_040,171,2,3,296.23,371.27,244.16,285.86,18.89,43.34,0.00,returned,SHIPPED,cash,6363 Pine Rd,,TRK249578
ORD_00385,385,21,CUST_0021,2023-02-24,2023-07-18T17:45:00.000Z,PROD_160,78,1,4,153.38,185.42,322.38,835.01,18.07,34.56,0.00,delivered,,cash,4397 Pine Rd,Special delivery instructions,
ORD_00386,386,219,CUST_0219,12/20/2023,2023-06-22T11:55:00.000Z,PROD_109,25,1,1,112.98,212.04,853.90,708.76,6.00,30.07,23.79,delivered,returned,debit_card,2561 Main St,,TRK648683
ORD_00387,387,14,CUST_0014,2/14/2023,2023-02-01T19:10:00.000Z,PROD_095,46,4,2,16.17,364.93,802.85,685.94,7.62,2.32,0.00,processing,delivered,debit_card,447 Pine Rd,Special delivery instructions,
ORD_00388,388,14,CUST_0014,3/12/2023,2023-01-13T12:45:00.000Z,PROD_141,200,1,1,344.59,281.01,744.48,295.78,24.01,40.12,6.75,returned,SHIPPED,credit_card,1307 Main St,,TRK129906
